"","responseBlockTime","trialEarnings","condition","id","blockIdx"
"162",251.933333333104,3,"poor","201",2
"163",275.183333333083,0,"poor","201",2
"164",282.966666666409,0,"poor","201",2
"165",290.366666666403,3,"poor","201",2
"166",299.899999999727,0,"poor","201",2
"167",308.733333333053,1,"poor","201",2
"168",330.699999999699,0,"poor","201",2
"169",338.649999999692,0,"poor","201",2
"170",346.299999999685,0,"poor","201",2
"171",354.049999999678,0,"poor","201",2
"172",361.833333333004,3,"poor","201",2
"173",384.716666666317,0,"poor","201",2
"174",392.499999999643,1,"poor","201",2
"175",402.099999999634,0,"poor","201",2
"176",409.749999999627,0,"poor","201",2
"177",417.84999999962,3,"poor","201",2
"178",440.749999999599,0,"poor","201",2
"179",448.449999999592,0,"poor","201",2
"180",456.433333332918,0,"poor","201",2
"181",463.583333332912,0,"poor","201",2
"182",471.566666666238,0,"poor","201",2
"183",479.033333332898,1,"poor","201",2
"184",488.966666666222,0,"poor","201",2
"185",496.483333332882,0,"poor","201",2
"186",504.383333332875,1,"poor","201",2
"187",531.566666666183,3,"poor","201",2
"188",554.833333332829,0,"poor","201",2
"189",561.999999999489,3,"poor","201",2
"190",571.89999999948,0,"poor","201",2
"191",579.41666666614,1,"poor","201",2
"192",589.199999999464,0,"poor","201",2
"193",596.799999999457,0,"poor","201",2
"194",604.716666666117,0,"poor","201",2
"195",613.599999999442,0,"poor","201",2
"196",620.183333332769,3,"poor","201",2
"197",647.499999999411,1,"poor","201",2
"198",670.333333332724,0,"poor","201",2
"199",678.083333332717,0,"poor","201",2
"200",685.88333333271,0,"poor","201",2
"201",693.616666666036,0,"poor","201",2
"202",701.233333332696,3,"poor","201",2
"203",724.266666666008,0,"poor","201",2
"204",731.916666666001,1,"poor","201",2
"205",741.833333332659,0,"poor","201",2
"206",749.999999999318,0,"poor","201",2
"207",758.14999999931,0,"poor","201",2
"208",764.699999999305,0,"poor","201",2
"209",772.283333332631,1,"poor","201",2
"210",799.566666665939,1,"poor","201",2
"211",809.66666666593,3,"poor","201",2
"212",832.483333332576,3,"poor","201",2
"213",855.966666665888,0,"poor","201",2
"214",863.383333332548,0,"poor","201",2
"215",870.966666665875,0,"poor","201",2
"216",878.583333332534,1,"poor","201",2
"217",888.416666665859,0,"poor","201",2
"218",896.183333332518,1,"poor","201",2
"219",923.416666665827,0,"poor","201",2
"220",931.516666665819,0,"poor","201",2
"221",938.63333333248,1,"poor","201",2
"222",962.016666665822,0,"poor","201",2
"223",969.433333332495,3,"poor","201",2
"224",979.099999999169,0,"poor","201",2
"225",987.699999999176,0,"poor","201",2
"226",995.066666665849,3,"poor","201",2
"227",1021.8499999992,3,"poor","201",2
"228",1032.71666666588,1,"poor","201",2
"229",1059.33333333257,0,"poor","201",2
"230",1067.33333333257,0,"poor","201",2
"231",1075.19999999924,1,"poor","201",2
"232",1101.83333333257,1,"poor","201",2
"233",1124.98333333257,0,"poor","201",2
"234",1132.56666666591,1,"poor","201",2
"235",1159.64999999924,1,"poor","201",2
"236",1168.9666666659,1,"poor","201",2
"237",1193.3666666659,0,"poor","201",2
"238",1199.74999999924,3,"poor","201",2
"239",5.78333333332807,3,"rich","202",1
"240",15.2166666666528,1,"rich","202",1
"241",25.4166666666436,0,"rich","202",1
"242",32.5166666666371,3,"rich","202",1
"243",42.2166666666283,1,"rich","202",1
"244",52.3333333332857,0,"rich","202",1
"245",59.6833333332791,0,"rich","202",1
"246",67.5166666666053,3,"rich","202",1
"247",77.3666666665963,0,"rich","202",1
"248",85.1833333332559,3,"rich","202",1
"249",107.566666666569,3,"rich","202",1
"250",117.333333333227,1,"rich","202",1
"251",127.466666666551,0,"rich","202",1
"252",135.049999999877,1,"rich","202",1
"253",144.433333333202,0,"rich","202",1
"254",152.366666666528,0,"rich","202",1
"255",159.766666666521,3,"rich","202",1
"256",170.183333333179,0,"rich","202",1
"257",177.099999999839,1,"rich","202",1
"258",186.933333333163,1,"rich","202",1
"259",196.349999999821,3,"rich","202",1
"260",206.699999999812,0,"rich","202",1
"261",213.683333333139,3,"rich","202",1
"262",223.68333333313,0,"rich","202",1
"263",231.39999999979,0,"rich","202",1
"264",238.649999999783,1,"rich","202",1
"265",248.566666666441,1,"rich","202",1
"266",258.116666666432,1,"rich","202",1
"267",267.399999999757,3,"rich","202",1
"268",277.316666666414,0,"rich","202",1
"269",285.299999999741,0,"rich","202",1
"270",292.783333333067,1,"rich","202",1
"271",302.216666666392,1,"rich","202",1
"272",312.349999999716,0,"rich","202",1
"273",319.516666666376,1,"rich","202",1
"274",329.366666666367,0,"rich","202",1
"275",336.999999999694,3,"rich","202",1
"276",347.099999999684,0,"rich","202",1
"277",354.649999999677,0,"rich","202",1
"278",361.933333333004,3,"rich","202",1
"279",371.716666666329,1,"rich","202",1
"280",381.51666666632,3,"rich","202",1
"281",390.816666666311,3,"rich","202",1
"282",400.349999999636,3,"rich","202",1
"283",409.949999999627,3,"rich","202",1
"284",419.766666666285,0,"rich","202",1
"285",427.399999999611,1,"rich","202",1
"286",437.249999999602,0,"rich","202",1
"287",444.916666666262,0,"rich","202",1
"288",452.449999999588,3,"rich","202",1
"289",462.09999999958,1,"rich","202",1
"290",471.599999999571,1,"rich","202",1
"291",481.516666666229,0,"rich","202",1
"292",489.099999999555,0,"rich","202",1
"293",496.649999999548,0,"rich","202",1
"294",504.383333332875,1,"rich","202",1
"295",514.066666666199,3,"rich","202",1
"296",523.61666666619,3,"rich","202",1
"297",534.249999999514,0,"rich","202",1
"298",541.083333332841,0,"rich","202",1
"299",548.766666666168,0,"rich","202",1
"300",556.216666666161,1,"rich","202",1
"301",565.933333332819,3,"rich","202",1
"302",575.58333333281,3,"rich","202",1
"303",585.199999999468,1,"rich","202",1
"304",595.149999999459,0,"rich","202",1
"305",602.349999999452,3,"rich","202",1
"306",612.36666666611,0,"rich","202",1
"307",619.866666666103,0,"rich","202",1
"308",627.533333332763,1,"rich","202",1
"309",637.583333332753,0,"rich","202",1
"310",644.849999999414,0,"rich","202",1
"311",652.616666666073,3,"rich","202",1
"312",662.283333332731,3,"rich","202",1
"313",671.966666666056,1,"rich","202",1
"314",681.64999999938,0,"rich","202",1
"315",688.983333332707,3,"rich","202",1
"316",699.249999999364,0,"rich","202",1
"317",706.766666666024,0,"rich","202",1
"318",714.049999999351,3,"rich","202",1
"319",723.949999999342,1,"rich","202",1
"320",733.533333332666,1,"rich","202",1
"321",743.216666665991,0,"rich","202",1
"322",750.78333333265,3,"rich","202",1
"323",760.416666665975,3,"rich","202",1
"324",770.1999999993,0,"rich","202",1
"325",777.816666665959,0,"rich","202",1
"326",785.516666665952,3,"rich","202",1
"327",795.099999999277,1,"rich","202",1
"328",805.766666665934,0,"rich","202",1
"329",812.416666665928,3,"rich","202",1
"330",822.666666665918,0,"rich","202",1
"331",829.749999999245,3,"rich","202",1
"332",839.449999999237,1,"rich","202",1
"333",848.983333332561,3,"rich","202",1
"334",858.699999999219,0,"rich","202",1
"335",866.266666665879,3,"rich","202",1
"336",876.16666666587,0,"rich","202",1
"337",883.849999999196,0,"rich","202",1
"338",891.333333332523,1,"rich","202",1
"339",901.033333332514,0,"rich","202",1
"340",908.633333332507,3,"rich","202",1
"341",918.399999999165,0,"rich","202",1
"342",926.049999999158,3,"rich","202",1
"343",935.733333332482,3,"rich","202",1
"344",945.766666665809,0,"rich","202",1
"345",952.933333332482,1,"rich","202",1
"346",962.799999999156,0,"rich","202",1
"347",970.216666665829,3,"rich","202",1
"348",980.083333332503,1,"rich","202",1
"349",989.733333332511,0,"rich","202",1
"350",997.233333332517,3,"rich","202",1
"351",1006.88333333252,3,"rich","202",1
"352",1016.51666666587,1,"rich","202",1
"353",1026.06666666587,3,"rich","202",1
"354",1035.79999999921,0,"rich","202",1
"355",1043.54999999922,3,"rich","202",1
"356",1053.4666666659,0,"rich","202",1
"357",1060.88333333257,0,"rich","202",1
"358",1068.56666666591,0,"rich","202",1
"359",1076.23333333258,1,"rich","202",1
"360",1086.08333333258,0,"rich","202",1
"361",1093.73333333258,1,"rich","202",1
"362",1103.41666666591,0,"rich","202",1
"363",1110.81666666591,1,"rich","202",1
"364",1120.58333333257,3,"rich","202",1
"365",1130.44999999924,0,"rich","202",1
"366",1137.96666666591,3,"rich","202",1
"367",1147.54999999924,1,"rich","202",1
"368",1157.24999999924,0,"rich","202",1
"369",1164.68333333257,1,"rich","202",1
"370",1174.59999999924,0,"rich","202",1
"371",1182.1166666659,1,"rich","202",1
"372",1191.94999999924,0,"rich","202",1
"373",1199.54999999924,0,"rich","202",1
"374",5.44999999999504,3,"poor","202",2
"375",15.1666666666529,0,"poor","202",2
"376",22.8166666666459,0,"poor","202",2
"377",30.4499999999723,0,"poor","202",2
"378",38.1333333332987,0,"poor","202",2
"379",45.9166666666249,0,"poor","202",2
"380",53.6499999999512,0,"poor","202",2
"381",61.3833333332775,0,"poor","202",2
"382",68.866666666604,0,"poor","202",2
"383",76.5166666665971,0,"poor","202",2
"384",84.26666666659,0,"poor","202",2
"385",92.1999999999161,3,"poor","202",2
"386",101.849999999907,0,"poor","202",2
"387",109.483333333234,0,"poor","202",2
"388",117.099999999893,0,"poor","202",2
"389",124.849999999886,0,"poor","202",2
"390",132.633333333213,1,"poor","202",2
"391",142.349999999871,0,"poor","202",2
"392",149.949999999864,0,"poor","202",2
"393",157.616666666523,0,"poor","202",2
"394",165.233333333183,0,"poor","202",2
"395",172.933333333176,0,"poor","202",2
"396",180.549999999836,1,"poor","202",2
"397",190.616666666493,0,"poor","202",2
"398",198.033333333153,0,"poor","202",2
"399",205.633333333146,0,"poor","202",2
"400",213.366666666473,0,"poor","202",2
"401",221.266666666465,0,"poor","202",2
"402",228.833333333125,0,"poor","202",2
"403",236.316666666452,1,"poor","202",2
"404",246.183333333109,0,"poor","202",2
"405",253.833333333102,0,"poor","202",2
"406",261.416666666429,0,"poor","202",2
"407",269.199999999755,0,"poor","202",2
"408",276.899999999748,0,"poor","202",2
"409",284.516666666408,0,"poor","202",2
"410",292.099999999734,3,"poor","202",2
"411",302.633333333058,3,"poor","202",2
"412",324.949999999704,0,"poor","202",2
"413",333.066666666364,0,"poor","202",2
"414",340.366666666357,0,"poor","202",2
"415",348.149999999683,0,"poor","202",2
"416",355.93333333301,0,"poor","202",2
"417",363.449999999669,0,"poor","202",2
"418",371.216666666329,0,"poor","202",2
"419",379.049999999655,0,"poor","202",2
"420",386.583333332982,0,"poor","202",2
"421",394.299999999641,3,"poor","202",2
"422",404.099999999632,0,"poor","202",2
"423",411.683333332959,0,"poor","202",2
"424",419.316666666285,0,"poor","202",2
"425",427.016666666278,0,"poor","202",2
"426",434.716666666271,0,"poor","202",2
"427",442.483333332931,0,"poor","202",2
"428",450.116666666257,1,"poor","202",2
"429",459.816666666248,0,"poor","202",2
"430",467.466666666242,0,"poor","202",2
"431",475.066666666235,0,"poor","202",2
"432",482.966666666227,0,"poor","202",2
"433",490.76666666622,0,"poor","202",2
"434",498.449999999547,0,"poor","202",2
"435",505.983333332873,0,"poor","202",2
"436",513.816666666199,0,"poor","202",2
"437",521.349999999526,0,"poor","202",2
"438",529.149999999519,3,"poor","202",2
"439",539.083333332843,0,"poor","202",2
"440",546.449999999503,0,"poor","202",2
"441",554.483333332829,0,"poor","202",2
"442",562.016666666156,0,"poor","202",2
"443",569.599999999482,0,"poor","202",2
"444",578.033333332808,0,"poor","202",2
"445",584.833333332801,0,"poor","202",2
"446",592.983333332794,3,"poor","202",2
"447",615.883333332773,0,"poor","202",2
"448",623.5166666661,1,"poor","202",2
"449",633.483333332757,0,"poor","202",2
"450",641.049999999417,0,"poor","202",2
"451",648.716666666077,0,"poor","202",2
"452",656.299999999403,1,"poor","202",2
"453",666.183333332727,0,"poor","202",2
"454",673.766666666054,0,"poor","202",2
"455",681.49999999938,0,"poor","202",2
"456",688.983333332707,0,"poor","202",2
"457",696.983333332699,0,"poor","202",2
"458",704.649999999359,0,"poor","202",2
"459",712.299999999352,0,"poor","202",2
"460",719.716666666012,0,"poor","202",2
"461",727.666666666005,3,"poor","202",2
"462",737.633333332662,0,"poor","202",2
"463",744.766666665989,0,"poor","202",2
"464",752.566666665982,0,"poor","202",2
"465",760.183333332642,0,"poor","202",2
"466",768.399999999301,1,"poor","202",2
"467",791.083333332614,0,"poor","202",2
"468",799.16666666594,1,"poor","202",2
"469",808.766666665931,0,"poor","202",2
"470",816.316666665924,0,"poor","202",2
"471",824.033333332584,0,"poor","202",2
"472",831.633333332577,3,"poor","202",2
"473",841.516666665901,0,"poor","202",2
"474",849.016666665894,0,"poor","202",2
"475",856.783333332554,0,"poor","202",2
"476",864.449999999214,0,"poor","202",2
"477",872.23333333254,0,"poor","202",2
"478",879.4999999992,0,"poor","202",2
"479",887.21666666586,0,"poor","202",2
"480",894.799999999186,1,"poor","202",2
"481",905.68333333251,0,"poor","202",2
"482",912.216666665837,0,"poor","202",2
"483",919.883333332497,0,"poor","202",2
"484",928.016666665823,1,"poor","202",2
"485",951.166666665814,0,"poor","202",2
"486",958.96666666582,0,"poor","202",2
"487",966.699999999159,1,"poor","202",2
"488",976.149999999167,0,"poor","202",2
"489",983.76666666584,0,"poor","202",2
"490",991.449999999179,0,"poor","202",2
"491",999.116666665852,0,"poor","202",2
"492",1007.14999999919,0,"poor","202",2
"493",1014.53333333253,0,"poor","202",2
"494",1022.13333333254,0,"poor","202",2
"495",1029.98333333254,0,"poor","202",2
"496",1037.74999999922,3,"poor","202",2
"497",1047.36666666589,0,"poor","202",2
"498",1055.3666666659,1,"poor","202",2
"499",1078.39999999924,0,"poor","202",2
"500",1085.46666666591,3,"poor","202",2
"501",1095.33333333258,0,"poor","202",2
"502",1103.38333333257,0,"poor","202",2
"503",1110.58333333257,0,"poor","202",2
"504",1118.19999999924,0,"poor","202",2
"505",1125.99999999924,0,"poor","202",2
"506",1133.73333333257,0,"poor","202",2
"507",1141.33333333257,1,"poor","202",2
"508",1151.06666666591,0,"poor","202",2
"509",1158.61666666591,0,"poor","202",2
"510",1166.5166666659,0,"poor","202",2
"511",1174.2666666659,1,"poor","202",2
"512",1197.48333333257,0,"poor","202",2
"513",5.71666666666147,0,"rich","203",1
"514",13.3999999999878,0,"rich","203",1
"515",20.9499999999809,3,"rich","203",1
"516",30.5333333333056,1,"rich","203",1
"517",40.1166666666302,3,"rich","203",1
"518",49.833333333288,1,"rich","203",1
"519",59.7499999999457,1,"rich","203",1
"520",86.7666666665878,0,"rich","203",1
"521",94.7833333332471,0,"rich","203",1
"522",102.316666666574,3,"rich","203",1
"523",112.266666666565,0,"rich","203",1
"524",119.783333333224,3,"rich","203",1
"525",129.199999999882,3,"rich","203",1
"526",138.799999999874,1,"rich","203",1
"527",148.399999999865,3,"rich","203",1
"528",158.349999999856,0,"rich","203",1
"529",166.149999999849,0,"rich","203",1
"530",173.433333333176,1,"rich","203",1
"531",183.0666666665,1,"rich","203",1
"532",192.716666666491,3,"rich","203",1
"533",202.616666666482,3,"rich","203",1
"534",225.333333333128,3,"rich","203",1
"535",234.899999999786,3,"rich","203",1
"536",244.666666666444,1,"rich","203",1
"537",254.816666666435,0,"rich","203",1
"538",262.649999999761,0,"rich","203",1
"539",270.233333333088,0,"rich","203",1
"540",277.483333333081,1,"rich","203",1
"541",287.066666666406,1,"rich","203",1
"542",296.54999999973,1,"rich","203",1
"543",306.416666666388,0,"rich","203",1
"544",314.099999999714,0,"rich","203",1
"545",322.066666666374,0,"rich","203",1
"546",329.366666666367,1,"rich","203",1
"547",339.083333333025,1,"rich","203",1
"548",349.083333333016,0,"rich","203",1
"549",356.549999999676,0,"rich","203",1
"550",364.083333333002,1,"rich","203",1
"551",373.783333332993,1,"rich","203",1
"552",383.499999999651,0,"rich","203",1
"553",391.249999999644,3,"rich","203",1
"554",400.583333332969,3,"rich","203",1
"555",410.366666666293,3,"rich","203",1
"556",419.933333332951,3,"rich","203",1
"557",429.499999999609,3,"rich","203",1
"558",439.216666666267,1,"rich","203",1
"559",449.066666666258,0,"rich","203",1
"560",456.649999999585,0,"rich","203",1
"561",464.383333332911,0,"rich","203",1
"562",471.916666666237,1,"rich","203",1
"563",481.566666666229,3,"rich","203",1
"564",491.06666666622,1,"rich","203",1
"565",501.183333332878,0,"rich","203",1
"566",508.533333332871,0,"rich","203",1
"567",516.333333332864,0,"rich","203",1
"568",523.833333332857,1,"rich","203",1
"569",533.616666666181,1,"rich","203",1
"570",543.349999999506,3,"rich","203",1
"571",552.916666666164,0,"rich","203",1
"572",560.616666666157,0,"rich","203",1
"573",568.399999999483,3,"rich","203",1
"574",577.933333332808,0,"rich","203",1
"575",585.783333332801,3,"rich","203",1
"576",596.466666666124,1,"rich","203",1
"577",604.766666666117,1,"rich","203",1
"578",614.816666666107,0,"rich","203",1
"579",622.099999999434,1,"rich","203",1
"580",631.716666666092,3,"rich","203",1
"581",641.749999999416,0,"rich","203",1
"582",649.416666666076,0,"rich","203",1
"583",657.099999999402,3,"rich","203",1
"584",666.466666666061,1,"rich","203",1
"585",675.983333332719,1,"rich","203",1
"586",685.766666666043,3,"rich","203",1
"587",695.566666666034,0,"rich","203",1
"588",702.949999999361,0,"rich","203",1
"589",710.549999999354,0,"rich","203",1
"590",718.366666666013,1,"rich","203",1
"591",728.116666666004,0,"rich","203",1
"592",735.816666665997,0,"rich","203",1
"593",743.46666666599,0,"rich","203",1
"594",751.116666665984,3,"rich","203",1
"595",760.766666665975,1,"rich","203",1
"596",770.283333332633,1,"rich","203",1
"597",779.983333332624,3,"rich","203",1
"598",789.583333332615,3,"rich","203",1
"599",799.149999999273,1,"rich","203",1
"600",809.549999999264,0,"rich","203",1
"601",816.733333332591,1,"rich","203",1
"602",826.516666665915,0,"rich","203",1
"603",834.016666665908,0,"rich","203",1
"604",843.933333332566,-2,"rich","203",1
"605",849.349999999228,3,"rich","203",1
"606",859.216666665885,0,"rich","203",1
"607",866.766666665878,1,"rich","203",1
"608",876.46666666587,3,"rich","203",1
"609",886.083333332527,0,"rich","203",1
"610",894.08333333252,0,"rich","203",1
"611",901.366666665847,1,"rich","203",1
"612",911.083333332505,0,"rich","203",1
"613",918.716666665831,3,"rich","203",1
"614",928.449999999156,0,"rich","203",1
"615",936.083333332482,0,"rich","203",1
"616",945.999999999143,-2,"rich","203",1
"617",951.449999999147,1,"rich","203",1
"618",960.983333332488,1,"rich","203",1
"619",970.783333332496,1,"rich","203",1
"620",980.699999999171,3,"rich","203",1
"621",989.916666665845,1,"rich","203",1
"622",999.633333332519,0,"rich","203",1
"623",1007.23333333253,0,"rich","203",1
"624",1015.13333333253,0,"rich","203",1
"625",1022.66666666587,0,"rich","203",1
"626",1030.21666666588,0,"rich","203",1
"627",1038.06666666588,3,"rich","203",1
"628",1047.84999999922,3,"rich","203",1
"629",1057.2666666659,1,"rich","203",1
"630",1067.13333333257,0,"rich","203",1
"631",1075.91666666591,3,"rich","203",1
"632",1084.24999999924,3,"rich","203",1
"633",1095.86666666591,0,"rich","203",1
"634",1101.64999999924,0,"rich","203",1
"635",1109.29999999924,0,"rich","203",1
"636",1117.19999999924,3,"rich","203",1
"637",1126.71666666591,1,"rich","203",1
"638",1138.59999999924,-2,"rich","203",1
"639",1143.94999999924,1,"rich","203",1
"640",1153.73333333257,0,"rich","203",1
"641",1161.49999999924,0,"rich","203",1
"642",1170.6166666659,0,"rich","203",1
"643",1176.73333333257,1,"rich","203",1
"644",1186.63333333257,3,"rich","203",1
"645",1196.24999999924,0,"rich","203",1
"646",5.64999999999486,3,"poor","203",2
"647",15.2666666666528,0,"poor","203",2
"648",23.6499999999785,0,"poor","203",2
"649",30.4499999999723,0,"poor","203",2
"650",38.2833333332985,0,"poor","203",2
"651",45.9333333332916,0,"poor","203",2
"652",54.9833333332833,0,"poor","203",2
"653",61.1166666666111,3,"poor","203",2
"654",70.8833333332689,1,"poor","203",2
"655",107.049999999903,0,"poor","203",2
"656",114.566666666562,0,"poor","203",2
"657",122.316666666555,0,"poor","203",2
"658",129.899999999882,0,"poor","203",2
"659",137.649999999875,0,"poor","203",2
"660",145.549999999868,0,"poor","203",2
"661",153.283333333194,0,"poor","203",2
"662",160.799999999854,0,"poor","203",2
"663",169.149999999846,1,"poor","203",2
"664",191.733333333159,1,"poor","203",2
"665",201.366666666484,0,"poor","203",2
"666",208.866666666477,0,"poor","203",2
"667",217.649999999802,0,"poor","203",2
"668",224.283333333129,0,"poor","203",2
"669",232.399999999789,0,"poor","203",2
"670",240.066666666448,3,"poor","203",2
"671",249.683333333106,0,"poor","203",2
"672",257.666666666432,0,"poor","203",2
"673",266.233333333091,1,"poor","203",2
"674",292.116666666401,0,"poor","203",2
"675",300.03333333306,0,"poor","203",2
"676",307.99999999972,0,"poor","203",2
"677",315.049999999713,0,"poor","203",2
"678",323.03333333304,1,"poor","203",2
"679",332.633333333031,0,"poor","203",2
"680",340.916666666357,0,"poor","203",2
"681",348.11666666635,0,"poor","203",2
"682",356.266666666343,0,"poor","203",2
"683",363.449999999669,3,"poor","203",2
"684",373.149999999661,0,"poor","203",2
"685",382.599999999652,-2,"poor","203",2
"686",388.249999999647,0,"poor","203",2
"687",396.083333332973,0,"poor","203",2
