blockIdx,trialIdx,scheduledHt,scheduledRwd,spentHt,responseBlockTime,trialEarnings,responseRT,blockTime,
1,1,1.9249999999999998,1,1.9249999999999998,5.449999999995043,1,0.55,9.633333333324572,
1,2,28.0,1,0,15.183333333319524,0,0.65,17.33333333331757,
1,3,1.9249999999999998,3,1.9249999999999998,22.6499999999794,3,0.4166666666666667,26.96666666664214,
1,4,15.399999999999999,1,15.399999999999999,32.83333333330347,1,0.9666666666666667,50.06666666662113,
1,5,19.599999999999998,3,0,55.59999999994943,0,0.6333333333333333,57.76666666661413,
1,6,1.9249999999999998,3,1.9249999999999998,63.09999999994261,3,0.43333333333333335,67.3999999999387,
1,7,1.9249999999999998,3,1.9249999999999998,73.08333333326686,3,0.7833333333333333,77.03333333326327,
1,8,28.0,3,0,82.3499999999251,0,0.4166666666666667,84.73333333325627,
1,9,1.9249999999999998,1,1.9249999999999998,90.13333333325136,1,0.5,94.36666666658084,
1,10,1.9249999999999998,1,1.9249999999999998,99.79999999990923,1,0.5333333333333333,103.99999999990541,
1,11,19.599999999999998,3,0,109.48333333323376,0,0.5833333333333334,111.69999999989841,
1,12,1.9249999999999998,3,1.9249999999999998,117.0999999998935,3,0.5,121.33333333322298,
1,13,1.9249999999999998,1,1.9249999999999998,126.81666666655133,1,0.5833333333333334,130.96666666654755,
1,14,15.399999999999999,1,0,136.49999999987585,0,0.6333333333333333,138.66666666654055,
1,15,15.399999999999999,3,15.399999999999999,144.6666666665351,3,1.1,161.76666666651954,
1,16,19.599999999999998,3,0,167.2833333331812,0,0.6166666666666667,169.46666666651254,
1,17,28.0,3,0,174.88333333317428,0,0.5166666666666666,177.16666666650553,
1,18,1.9249999999999998,1,1.9249999999999998,182.51666666650067,1,0.45,186.7999999998301,
1,19,1.9249999999999998,1,1.9249999999999998,192.1999999998252,1,0.5,196.43333333315468,
1,20,1.9249999999999998,1,1.9249999999999998,201.86666666648307,1,0.5333333333333333,206.06666666647925,
1,21,1.9249999999999998,1,1.9249999999999998,211.41666666647438,1,0.45,215.69999999980382,
1,22,19.599999999999998,3,0,221.19999999979882,0,0.6,223.39999999979682,
1,23,1.9249999999999998,1,1.9249999999999998,228.68333333312535,1,0.3833333333333333,233.0333333331214,
1,24,1.9249999999999998,3,1.9249999999999998,238.31666666644992,3,0.3833333333333333,242.66666666644596,
1,25,1.9249999999999998,3,1.9249999999999998,247.93333333310784,3,0.36666666666666664,252.29999999977053,
1,26,28.0,1,0,257.86666666643214,0,0.6666666666666666,259.99999999976353,
1,27,15.399999999999999,1,0,265.4166666664253,0,0.5166666666666666,267.6999999997565,
1,28,1.9249999999999998,3,1.9249999999999998,273.0666666664183,3,0.4666666666666667,277.3333333330811,
1,29,1.9249999999999998,3,1.9249999999999998,282.71666666640954,3,0.48333333333333334,286.9666666664057,
1,30,1.9249999999999998,1,1.9249999999999998,292.2499999997342,1,0.3833333333333333,296.59999999973024,
1,31,15.399999999999999,3,0,301.9499999997254,0,0.45,304.29999999972324,
1,32,1.9249999999999998,1,1.9249999999999998,309.716666666385,1,0.5166666666666666,313.9333333330478,
1,33,1.9249999999999998,3,1.9249999999999998,319.1999999997097,3,0.36666666666666664,323.5666666663724,
1,34,19.599999999999998,1,0,329.0166666663674,0,0.55,331.2666666663654,
1,35,28.0,3,0,336.59999999969386,0,0.43333333333333335,338.9666666663584,
1,36,1.9249999999999998,1,1.9249999999999998,344.36666666635347,1,0.5,348.59999999968295,
1,37,28.0,1,0,353.9833333330114,0,0.48333333333333334,356.29999999967595,
1,38,1.9249999999999998,1,1.9249999999999998,361.63333333300443,1,0.43333333333333335,365.9333333330005,
1,39,15.399999999999999,3,0,371.38333333299556,0,0.55,373.6333333329935,
1,40,1.9249999999999998,3,1.9249999999999998,378.9333333329887,3,0.4,383.2666666663181,
1,41,19.599999999999998,1,0,388.6166666663132,0,0.45,390.9666666663111,
1,42,1.9249999999999998,3,1.9249999999999998,396.3166666663062,3,0.45,400.59999999963566,
1,43,1.9249999999999998,3,1.9249999999999998,405.8833333329642,3,0.3833333333333333,410.2333333329602,
1,44,1.9249999999999998,3,1.9249999999999998,415.51666666628876,3,0.3833333333333333,419.8666666662848,
1,45,15.399999999999999,1,0,425.38333333294645,0,0.6166666666666667,427.5666666662778,
1,46,28.0,1,0,433.01666666627284,0,0.55,435.2666666662708,
1,47,1.9249999999999998,1,1.9249999999999998,440.5499999995993,1,0.3833333333333333,444.89999999959537,
1,48,1.9249999999999998,3,1.9249999999999998,450.2833333329238,3,0.48333333333333334,454.53333333291994,
1,49,19.599999999999998,3,0,460.03333333291494,0,0.6,462.23333333291293,
1,50,1.9249999999999998,3,1.9249999999999998,467.6166666662414,3,0.48333333333333334,471.8666666662375,
1,51,1.9249999999999998,1,1.9249999999999998,477.24999999956594,1,0.48333333333333334,481.4999999995621,
1,52,28.0,1,0,486.9999999995571,0,0.6,489.1999999995551,
1,53,15.399999999999999,1,0,494.6999999995501,0,0.6,496.8999999995481,
1,54,1.9249999999999998,1,1.9249999999999998,502.23333333287655,1,0.43333333333333335,506.53333333287264,
1,55,1.9249999999999998,3,1.9249999999999998,511.9499999995344,3,0.5166666666666666,516.1666666661972,
1,56,19.599999999999998,3,0,521.6833333328589,0,0.6166666666666667,523.8666666661902,
1,57,19.599999999999998,1,0,529.283333332852,0,0.5166666666666666,531.5666666661832,
1,58,1.9249999999999998,3,1.9249999999999998,537.0499999995116,3,0.5833333333333334,541.1999999995078,
1,59,15.399999999999999,1,0,546.7499999995027,0,0.65,548.8999999995008,
