blockIdx	trialIdx	scheduledHt	scheduledRwd	spentHt	responseBlockTime	trialEarnings	responseRT	blockTime
1	77	22	1	0	933.2666667	0	9.266666667	935
1	78	2	3	2	944	3	9	948
1	79	2	1	2	957.1333333	1	9.133333333	961
1	80	2	3	2	970.0833333	3	9.083333333	974
1	81	40	1	0	983.2333333	0	9.233333333	985
1	82	22	3	0	994.0166667	0	9.016666667	996
1	83	28	3	0	1004.983333	0	8.983333333	1007
1	84	2	1	2	1016.083333	1	9.083333333	1020
1	85	2	1	2	1029.683333	1	9.683333333	1033
1	86	28	3	0	1041.8	0	8.8	1044
1	87	2	1	2	1053.433333	1	9.433333333	1057
1	88	22	1	0	1066.483333	0	9.483333333	1068
1	89	40	3	0	1077.3	0	9.3	1079
1	90	2	1	2	1088.316667	1	9.316666667	1092
1	91	2	1	2	1101.366667	1	9.366666667	1105
1	92	22	3	0	1114.766667	0	9.766666667	1116
1	93	2	3	2	1125.633333	3	9.633333333	1129
1	94	40	3	0	1138.966667	0	9.966666667	1140
1	95	2	1	2	1149.15	1	9.15	1153
1	96	2	1	2	1162.333333	1	9.333333333	1166
1	97	28	3	0	1175.633333	0	9.633333333	1177
1	98	2	3	2	1186.333333	3	9.333333333	1190
1	99	2	1	2	1199.416667	1	9.416666667	1200.016667
2	1	2	3	2	9.333333333	3	9.333333333	13
2	2	40	1	0	22.7	0	9.7	24
2	3	28	3	0	33.63333333	0	9.633333333	35
2	4	28	1	0	44.3	0	9.3	46
2	5	22	3	0	55.23333333	0	9.233333333	57
2	6	28	3	0	66.53333333	0	9.533333333	68
2	7	28	3	0	77.6	0	9.6	79
2	8	28	1	0	89.01666667	0	10.01666667	90
2	9	40	1	0	99.21666667	0	9.216666667	101
2	10	22	1	22	110.1833333	1	9.183333333	134
2	11	28	3	0	143.25	0	9.25	145
2	12	28	3	0	154.4666667	0	9.466666667	156
2	13	2	1	2	165.4666667	1	9.466666667	169
2	14	28	1	0	179.1	0	10.1	180
2	15	2	3	2	189.3333333	3	9.333333333	193
2	16	28	3	0	202.4833333	0	9.483333333	204
2	17	22	1	22	213.8833333	1	9.883333333	237
2	18	28	1	0	246.5	0	9.5	248
2	19	28	3	0	257.3166667	0	9.316666667	259
2	20	40	1	0	268.3	0	9.3	270
2	21	28	3	0	279.2	0	9.2	281
2	22	40	3	0	290.1	0	9.1	292
2	23	22	1	22	301.35	1	9.35	325
2	24	28	1	0	334.25	0	9.25	336
2	25	2	1	2	345.3666667	1	9.366666667	349
2	26	28	3	0	358.4666667	0	9.466666667	360
2	27	28	1	0	369.4333333	0	9.433333333	371
2	28	28	3	0	380.7166667	0	9.716666667	382
2	29	22	3	22	391.6833333	3	9.683333333	415
2	30	2	3	2	424.4666667	3	9.466666667	428
2	31	28	1	0	437.3666667	0	9.366666667	439
2	32	28	3	0	448.25	0	9.25	450
2	33	40	3	0	459.5	0	9.5	461
2	34	28	1	0	470.1166667	0	9.116666667	472
2	35	28	3	0	481.1	0	9.1	483
2	36	40	1	0	492.1	0	9.1	494
2	37	2	1	2	503.2333333	1	9.233333333	507
2	38	22	1	22	516.8833333	1	9.883333333	540
2	39	28	3	0	549.8	0	9.8	551
2	40	28	1	0	561.0166667	0	10.01666667	562
2	41	28	1	0	572.2666667	0	10.26666667	573
2	42	28	3	0	582.6333333	0	9.633333333	584
2	43	28	1	0	593.9666667	0	9.966666667	595
2	44	22	3	22	604.3	3	9.3	628
2	45	28	3	0	637.5166667	0	9.516666667	639
2	46	28	1	0	648.1833333	0	9.183333333	650
2	47	28	3	0	659.55	0	9.55	661
2	48	40	1	0	670.5166667	0	9.516666667	672
2	49	2	1	2	681.2666667	1	9.266666667	685
2	50	28	1	0	694.3833333	0	9.383333333	696
2	51	40	1	0	705.5333333	0	9.533333333	707
2	52	28	3	0	716.9833333	0	9.983333333	718
2	53	2	3	2	727.4	3	9.4	731
2	54	28	1	0	740.3	0	9.3	742
2	55	22	3	22	751.5333333	3	9.533333333	775
2	56	28	3	0	784.3666667	0	9.366666667	786
2	57	22	1	22	795.8333333	1	9.833333333	819
2	58	40	3	0	828.7833333	0	9.783333333	830
2	59	28	1	0	839.4333333	0	9.433333333	841
2	60	28	1	0	850.35	0	9.35	852
2	61	2	1	2	861.45	1	9.45	865
2	62	28	3	28	874.3333333	3	9.333333333	904
2	63	28	3	0	913.3666667	0	9.366666667	915
2	64	28	3	0	924.3	0	9.3	926
2	65	22	1	0	936.3	0	10.3	937
2	66	28	1	0	946.5666667	0	9.566666667	948
2	67	28	1	0	956.9666667	0	8.966666667	959
2	68	40	3	0	968.5333333	0	9.533333333	970
2	69	2	3	2	979	3	9	983
2	70	28	3	0	992.8666667	0	9.866666667	994
2	71	22	1	22	1003.233333	1	9.233333333	1027
2	72	28	1	0	1035.983333	0	8.983333333	1038
2	73	28	3	0	1047.183333	0	9.183333333	1049
2	74	2	3	2	1058.3	3	9.3	1062
2	75	28	1	0	1071.4	0	9.4	1073
2	76	40	1	0	1082.366667	0	9.366666667	1084
2	77	28	3	0	1093.2	0	9.2	1095
2	78	28	3	0	1104.35	0	9.35	1106
2	79	28	1	0	1115.9	0	9.9	1117
2	80	2	3	2	1126.333333	3	9.333333333	1130
2	81	28	3	0	1139.416667	0	9.416666667	1141
2	82	28	1	0	1150.6	0	9.6	1152
2	83	22	1	22	1161.416667	1	9.416666667	1185
2	84	40	3	0	1194.05	0	9.05	1196
