blockIdx,trialIdx,scheduledHt,scheduledRwd,spentHt,responseBlockTime,trialEarnings,responseRT,blockTime,
1,1,25,1,0,9.549999999991314,0,1.55,10.999999999989996,
1,2,40,3,0,19.916666666648553,0,0.9166666666666666,21.99999999997999,
1,3,22,3,0,30.73333333330538,0,0.7333333333333333,32.99999999996999,
1,4,2,1,2,41.46666666662895,1,0.4666666666666667,45.99999999995816,
