blockIdx,trialIdx,scheduledHt,scheduledRwd,spentHt,responseBlockTime,trialEarnings,responseRT,blockTime,
2,18,28,1,0,251.09999999977163,0,2.1,251.9999999997708,
2,19,22,3,22,261.0666666664292,3,1.0666666666666667,284.9999999997408,
2,20,2,3,2,293.39999999973315,3,0.4,297.99999999972897,
2,21,28,1,0,306.7833333330543,0,0.7833333333333333,308.99999999971897,
2,22,2,3,2,318.9833333330432,3,1.9833333333333334,321.99999999970714,
2,23,28,1,28,331.1999999996988,1,1.2,360.9999999996717,
2,24,22,3,22,370.28333333299656,3,1.2833333333333332,393.99999999964166,
2,25,40,1,0,402.63333333296714,0,0.6333333333333333,404.99999999963165,
2,26,28,3,28,413.8833333329569,3,0.8833333333333333,443.9999999995962,
2,27,28,1,28,453.4166666662543,1,1.4166666666666667,482.9999999995607,
2,28,28,3,0,491.9499999995526,0,0.95,493.9999999995507,
2,29,2,3,2,502.71666666620945,3,0.7166666666666667,506.9999999995389,
2,30,28,3,0,515.8999999995308,0,0.9,517.9999999995289,
2,31,28,3,28,527.083333332854,3,1.0833333333333333,556.9999999994934,
2,32,22,1,22,566.2833333328183,1,1.2833333333333332,589.9999999994634,
2,33,28,1,0,599.0999999994551,0,1.1,600.9999999994534,
2,34,40,1,0,610.2333333327783,0,1.2333333333333334,611.9999999994434,
2,35,28,1,0,621.4999999994347,0,1.5,622.9999999994334,
2,36,28,1,0,632.3333333327582,0,1.3333333333333333,633.9999999994234,
2,37,28,1,28,643.3499999994149,1,1.35,672.9999999993879,
2,38,28,3,0,682.849999999379,0,1.8499999999999999,683.9999999993779,
2,39,28,3,0,692.8999999993698,0,0.9,694.9999999993679,
2,40,40,3,0,704.5166666660259,0,1.5166666666666666,705.9999999993579,
2,41,2,1,2,714.7666666660166,1,0.7666666666666666,718.9999999993461,
2,42,22,3,22,728.4166666660042,3,1.4166666666666667,751.9999999993161,
2,43,2,1,2,760.6333333326415,1,0.6333333333333333,764.9999999993042,
2,44,28,3,0,774.4999999992956,0,1.5,775.9999999992942,
2,45,28,1,0,784.6333333326197,0,0.6333333333333333,786.9999999992842,
2,46,22,3,22,796.2166666659425,3,1.2166666666666666,819.9999999992542,
2,47,28,3,0,828.4333333325799,0,0.43333333333333335,830.9999999992442,
2,48,40,3,0,839.9333333325694,0,0.9333333333333333,841.9999999992342,
2,49,28,1,0,851.0166666658927,0,1.0166666666666666,852.9999999992242,
2,50,28,3,28,861.7833333325495,3,0.7833333333333333,891.9999999991887,
2,51,22,3,22,900.8999999991806,3,0.9,924.9999999991587,
2,52,2,3,2,934.0666666658171,3,1.0666666666666667,937.9999999991469,
2,53,28,1,0,946.8999999991438,0,0.9,948.9999999991454,
2,54,28,1,0,957.9833333324859,0,0.9833333333333333,959.9999999991542,
2,55,40,1,0,969.2833333324949,0,1.2833333333333332,970.9999999991629,
2,56,28,1,28,979.7333333325032,1,0.7333333333333333,1009.999999999194,
2,57,28,3,0,1018.7166666658676,0,0.7166666666666667,1020.9999999992027,
2,58,28,1,0,1029.6166666658762,0,0.6166666666666667,1031.9999999992115,
2,59,28,1,0,1041.1833333325521,0,1.1833333333333333,1042.99999999922,
2,60,28,1,28,1052.016666665894,1,1.0166666666666666,1081.9999999992428,
2,61,22,1,22,1090.816666665909,1,0.8166666666666667,1114.9999999992408,
2,62,40,3,0,1123.8833333325738,0,0.8833333333333333,1125.9999999992401,
2,63,2,3,2,1134.4166666659064,3,0.4166666666666667,1138.9999999992394,
2,64,40,3,0,1147.649999999239,0,0.65,1149.9999999992388,
2,65,28,3,0,1159.0999999992384,0,1.1,1160.9999999992383,
2,66,22,3,22,1169.9499999992377,3,0.95,1193.9999999992374,
